title,company,location,updated_time,url
🚀高發展x人性化管理🙆 高流量直播平台🔥 - PHP中高階工程師 - DP.   ,CakeResume Headhunting Recruitment Service,"Taipei, Taiwan",1678779334,https://www.cakeresume.com/companies/cakeresume-recruitment-consulting/jobs/b13c6e
上市集團📈 電商x餐飲x零售龍頭企業 - EC後端系統設計師 (PHP) - DP.   ,CakeResume Headhunting Recruitment Service,"Taipei, Taiwan",1678779334,https://www.cakeresume.com/companies/cakeresume-recruitment-consulting/jobs/efe248
App Store排行前三應用 FinTech🌟金融資訊x投資軟體服務🏆 PHP資深雲端工程師 - DP.  ,CakeResume Headhunting Recruitment Service,"Banqiao District, New Taipei City, Taiwan 220",1678779334,https://www.cakeresume.com/companies/cakeresume-recruitment-consulting/jobs/69c8ba
PHP 後端開發工程師,叁角數位整合有限公司,105台灣台北市松山區,1678799989,https://www.cakeresume.com/companies/tryandco/jobs/php-backend-developer
🔥股權激勵x已實現獲利💵x雄厚背景 - 💻MarTech新創 - PHP 主管 (Tech Lead) - DP.,CakeResume Headhunting Recruitment Service,"Taipei, Taiwan",1678779334,https://www.cakeresume.com/companies/cakeresume-recruitment-consulting/jobs/f7acbb
PHP後端工程師(Backend Engineer),瑪樂愛迪科技股份有限公司,110台灣台北市信義區,1675177348,https://www.cakeresume.com/companies/adpost/jobs/senior-php-backend-engineer-laravel
"資深PHP網站工程師Sr. Backend Engineer-CodeIgniter, Laravel",TVBS聯利媒體股份有限公司,內湖科技園區,1675317143,https://www.cakeresume.com/companies/tvbs/jobs/senior-php-web-development-engineer
Jr./Sr. Backend Engineer (Node.js/Golang/PHP),浪LIVE_旭瑞文化傳媒股份有限公司,"Xinyi District, Taipei City, Taiwan 110",1675050040,https://www.cakeresume.com/companies/langlive_/jobs/devops-engineer-2d34b4
PHP後端工程師,可思科技股份有限公司,台灣台北,1675430079,https://www.cakeresume.com/companies/codepulse/jobs/php-back-end-programmer-e-commerce-development
後端程式設計師 #PHP,數位活氧網路科技有限公司,"South District, Taichung City, Taiwan 402",1676254090,https://www.cakeresume.com/companies/ecdesign-net/jobs/backend-programmer-0586ac
PHP Developer | PHP開發工程師,Damen｜大門科技顧問有限公司,台灣台北,1677212970,https://www.cakeresume.com/companies/104-company-1a2x6blsk4-jobsource-checkc/jobs/php-developer-php-engineer-817fcd
PHP Backend Engineer (台北市),騰雲科技服務股份有限公司,"Zhongshan District, Taipei City, Taiwan 104",1678262619,https://www.cakeresume.com/companies/turn2cloud/jobs/php-backend-engineer-taipei
PHP Developer,VIVERSE 宏願數位股份有限公司,台灣新北市新店區,1678082562,https://www.cakeresume.com/companies/viverse/jobs/php-developer-c9df7b
資深 PHP 軟體工程師,統一數網股份有限公司,,1678416165,https://www.cakeresume.com/companies/presco-ws/jobs/senior-php-software-engineer-8edcfa
Hot🔥高速成長🚀淺力新創 - 網紅行銷的新興平台🌟 - Tech Lead(PHP) - DP.,CakeResume Headhunting Recruitment Service,,1678779334,https://www.cakeresume.com/companies/cakeresume-recruitment-consulting/jobs/31da15
PHP Backend Engineer 後端工程師,群傳媒股份有限公司,,1673836222,https://www.cakeresume.com/companies/readmoo/jobs/php-backend-engineer-40182e
PHP工程師(運籌),PChome Online 網路家庭,"Taipei, Taiwan",1673330142,https://www.cakeresume.com/companies/pchome-online/jobs/php-engineer-operation-research-38c013
PHP資深工程師(運籌),PChome Online 網路家庭,"Taipei, Taiwan",1673330142,https://www.cakeresume.com/companies/pchome-online/jobs/php-senior-engineer-operation-research
資深PHP軟體工程師Senior Backend Engineer-Magento (電商平台),TVBS聯利媒體股份有限公司,114台灣台北市內湖區,1675317143,https://www.cakeresume.com/companies/tvbs/jobs/3d6dae
"Sr. PHP Developer (part-time, remote)",樂堤科技有限公司 FUNTEK Software,114台灣台北市內湖區,1676873534,https://www.cakeresume.com/companies/funtek/jobs/sr-php-developer
PHP軟體開發工程師 ,MR. LIVING 居家先生,242台灣新北市新莊區,1677635564,https://www.cakeresume.com/companies/mrliving/jobs/php-software-development-engineer
PHP軟體工程師,統一數網股份有限公司,台灣台北市大安區,1678416165,https://www.cakeresume.com/companies/presco-ws/jobs/php-software-engineer-557394
PHP軟體工程師 Senior PHP Developer (網頁開發),核心技術有限公司,110台灣台北市信義區,1672276701,https://www.cakeresume.com/companies/core-tech/jobs/php-software-engineer-d7ad72
PHP後端工程師 - 高雄,玩藝國際股份有限公司,"Qianzhen District, Kaohsiung City, Taiwan 806",1670477484,https://www.cakeresume.com/companies/168money/jobs/php-backend-engineer-kaohsiung
PHP軟體工程師 Junior PHP Developer (網頁開發),核心技術有限公司,110台灣台北市信義區,1672276819,https://www.cakeresume.com/companies/core-tech/jobs/30b497
PHP 工程師,一加醫股份有限公司,台灣台北市大安區,1672882281,https://www.cakeresume.com/companies/plusonemed/jobs/php-engineer-21efdd
PHP 資深工程師 Senior Backend Engineer,群傳媒股份有限公司,"Zhongshan District, Taipei City, Taiwan 104",1673836221,https://www.cakeresume.com/companies/readmoo/jobs/senior-backend-engineer-php
【TRAIWAN】PHP / RWD / JavaScript / jQuery / API Web 工程師,TRAIWAN 雲端旅宿系統,104台灣台北市中山區,1675392402,https://www.cakeresume.com/companies/traiwan/jobs/4a96f7
PHP 後端工程師 (初階),為人有限公司,403台灣台中市西區,1676280069,https://www.cakeresume.com/companies/weedesign-studio/jobs/php-backend-engineer-beginner
 PHP後端工程師 Software Developer,夠麻吉股份有限公司,台灣台北市大安區,1667543550,https://www.cakeresume.com/companies/gomaji-ed4698/jobs/backend-engineer-419301
PHP後端工程師,秦創科技有限公司,,1670564281,https://www.cakeresume.com/companies/qwhouse720/jobs/php-backend-engineer-206b6a
PHP 程式設計師 後端工程師,VeryBuy Fashion,台北,1667558220,https://www.cakeresume.com/companies/VeryBuy/jobs/php-ae3bee
資深PHP開發工程師,DE GAMES夢幻互娛,110台灣台北市信義區,1675051657,https://www.cakeresume.com/companies/DEGAMES/jobs/php-development-engineer
PHP技術經理,Giant Trees Consultant Limited,台灣台北,1677827209,https://www.cakeresume.com/companies/giant-trees-consultant-limited/jobs/php-technical-manager
PHP Engineer,木刻思股份有限公司,台北,1663048080,https://www.cakeresume.com/companies/data-sci-info-about-e6-9c-a8-e5-88-bb-e6-80-9d/jobs/php-engineer-8eea38
PHP 後端工程師,艾萊國際投資股份有限公司(網路行銷部),"Taipei, Taiwan",1663217474,https://www.cakeresume.com/companies/smartbeb/jobs/php-backend-engineer-cf1a97
後端/PHP工程師【歡迎應屆畢業生】,慧邦科技股份有限公司,台北,1663752001,https://www.cakeresume.com/companies/gamesofa/jobs/programmer-e7f647
【採線上面談】資深PHP後端工程師,微程式資訊股份有限公司(Microprogram),,1660494152,https://www.cakeresume.com/companies/program/jobs/ios-app-developer-ac42d4
【採線上面談】PHP後端工程師,微程式資訊股份有限公司(Microprogram),407台灣台中市西屯區,1660494308,https://www.cakeresume.com/companies/program/jobs/microprogram-php-developer
PHP工程師,歐彼國際有限公司,"Nangang District, Taipei City, Taiwan 115",1671014033,https://www.cakeresume.com/companies/pro-104-vip-cust-master-affe9c/jobs/php-engineer-39816b
Senior Backend Engineer / 資深後端工程師 (Java / PHP / .net) 轉GO,盈通管理顧問有限公司,"Taipei, Taiwan",1670314350,https://www.cakeresume.com/companies/ytithr-0e531e/jobs/b9c4f9
Senior Full-Stack Developer 資深全端工程師 (PHP),Simpany 簡單開公司,台灣台北市大安區,1675240130,https://www.cakeresume.com/companies/simpany/jobs/116bc6
PHP 軟體工程師,阜爾運通股份有限公司,235台灣新北市中和區,1675667253,https://www.cakeresume.com/companies/pss-group/jobs/php-software-engineer-7cf0d8
PHP工程師-業務部(SSDA0),資拓宏宇國際股份有限公司,105台灣台北市松山區,1676451024,https://www.cakeresume.com/companies/iisigroup/jobs/php-engineer-business-department-ssda0
PHP Backend Engineer,卓亞國際人力資源顧問有限公司(內部徵才),110台灣台北市信義區,1677204345,https://www.cakeresume.com/companies/1111-corp-75132061/jobs/php-backend-engineer-fd6f92
PHP 資深工程師,ANDES ADVISORY INC.,內湖科技園區,1660025504,https://www.cakeresume.com/companies/ANVO/jobs/senior-php-engineer-3209f0
程式設計師_PHP後端資深工程師,汘澍文創有限公司,"Banqiao District, New Taipei City, Taiwan 220",1655694830,https://www.cakeresume.com/companies/ktrees/jobs/programmer_php-backend-senior-engineer
PHP 後端工程師,專羿行動股份有限公司,台灣台北,1655865914,https://www.cakeresume.com/companies/elg-065a27/jobs/php-backend-engineer-b16c6e
PHP Engineer  ( junior / senior ),完美數位科技有限公司,內湖區,1659510480,https://www.cakeresume.com/companies/nefer/jobs/php-back-end-engineer-junior-senior
【Ocard顧客經營管家】PHP 後端工程師(Junior/Senior強力招募中),Ocard 奧理科技股份有限公司,104台灣台北市中山區,1671091006,https://www.cakeresume.com/companies/ocard/jobs/php-backend-engineer-8c85e3
資深PHP後端工程師,堅果科技有限公司,105台灣台北市松山區,1673488881,https://www.cakeresume.com/companies/etax-nat-gov-cbes-web-cbes113w1_1-35a2d8/jobs/php-software-engineer-81c0d8
Software Engineer(PHP),Neutec Limited 日新軟體股份有限公司,,1673422205,https://www.cakeresume.com/companies/neutec-litmit/jobs/software-engineer-php-b0fec3
代徵-資深PHP架構師,橙航有限公司,"Taipei, Taiwan",1677658510,https://www.cakeresume.com/companies/chehan/jobs/senior-php-architect
Node.js/PHP 平台後端工程師,雷特遊戲有限公司Newtype Games Limited,內湖科技園區,1654087401,https://www.cakeresume.com/companies/NewtypeGames/jobs/game-sr-backend-engineer
PHP Backend Developer,益川資訊股份有限公司,10491台灣台北市中山區,1646099667,https://www.cakeresume.com/companies/masukawa/jobs/backend-developer-cba633
Php後端工程師,酷奇鐵克有限公司,台北市,1654087451,https://www.cakeresume.com/companies/4337f9/jobs/back-end-engineer-962f3c
PHP工程師,競麗國際股份有限公司,信義區,1654510058,https://www.cakeresume.com/companies/babyhome/jobs/php-engineer-8eb590
PHP後端工程師,新領科技份有限公司,台北,1654087182,https://www.cakeresume.com/companies/leadadvancetech/jobs/php-backend-engineer-c619d8
軟體工程師(PHP),諾亞克科技股份有限公司,台灣,1647393014,https://www.cakeresume.com/companies/u-ark/jobs/php-web-engineer-junior-senior
程式設計師_PHP後端助理工程師,汘澍文創有限公司,"Banqiao District, New Taipei City, Taiwan 220",1655694830,https://www.cakeresume.com/companies/ktrees/jobs/programmer_php-backend-assistant-engineer
PHP Laravel 工程師 ,聯騰資訊股份有限公司,台灣桃園市中壢區,1668415579,https://www.cakeresume.com/companies/infolink/jobs/php-full-end-engineer-243d33
PHP後端工程師,威寶數位科技股份有限公司,台灣台北,1671591352,https://www.cakeresume.com/companies/vibot-index-php/jobs/php-backend-engineer-9f9f9e
PHP開發工程師 ( Pi 拍錢包 ),PChome Online 網路家庭,,1673330142,https://www.cakeresume.com/companies/pchome-online/jobs/qi6qlqb875
PHP 後端開發工程師,創昇資訊有限公司,台北,1632821126,https://www.cakeresume.com/companies/initrisetech/jobs/php-back-end-development-engineer
"美商_商業軟體開發公司_誠徵【Senior PHP Software Engineer 】""WFH職缺""（KTS_1285）",藝珂人事顧問股份有限公司,WFH,1632381692,https://www.cakeresume.com/companies/adecco/jobs/6fd117
PHP 後端工程師 (PHP Backend Developer),比房科技股份有限公司,,1644369197,https://www.cakeresume.com/companies/ibigfun/jobs/php-backend-developer-b7d2be
Backend Developer PHP工程師,芙瑞創意,,1637757772,https://www.cakeresume.com/companies/fooddy/jobs/backend-developer-php-engineer
PHP 後端工程師,隼思科技有限公司,,1630909113,https://www.cakeresume.com/companies/dymain/jobs/php-backend-engineer-04a206
PHP軟體工程師,巨兆數位有限公司,407台灣台中市西屯區,1662108386,https://www.cakeresume.com/companies/fc9c73/jobs/php-software-engineer-1546bb
PHP_後端工程師,一踢科技系統整合有限公司,台北市,1663208178,https://www.cakeresume.com/companies/yiti/jobs/php_backend-engineer
PHP全端工程師,威寶數位科技股份有限公司,台灣台北,1671591345,https://www.cakeresume.com/companies/vibot-index-php/jobs/php-full-end-engineer-b1511e
QDM網路開店平台_PHP Web Developer 網站工程師,皇博數位股份有限公司,"Lingya District, Kaohsiung City, Taiwan 802",1671095273,https://www.cakeresume.com/companies/qdm/jobs/ab8ec3
PHP 工程師/資深PHP工程師【薪資優，福利好】,前思資訊有限公司,台北,1621333684,https://www.cakeresume.com/companies/icchance/jobs/php-engineer-excellent-salary-good-benefits
PHP 助理工程師 ,山川久也設計有限公司,台北,1612427014,https://www.cakeresume.com/companies/nsdi/jobs/php-assistant-engineer
PHP 網頁工程師 / 後端工程師 ,山川久也設計有限公司,台灣,1612427195,https://www.cakeresume.com/companies/nsdi/jobs/php-web-engineer-backend-engineer
資深 PHP Web 工程師（後端或全端）,夏木樂 (百岳國際),台灣台北,1670060977,https://www.cakeresume.com/companies/megamount/jobs/php-web-engineer-back-end-or-full-end
PHP 開發工程師,春水堂科技娛樂股份有限公司,,1668509659,https://www.cakeresume.com/companies/springhouse/jobs/php-developer-d2d7ff
PHP Laravel Web Developer,JICHANG,內湖區,1596520737,https://www.cakeresume.com/companies/jichang/jobs/php-laravel-web-developer
PHP 研發主管 ,安拓管理顧問有限公司,內湖科技園區,1596511535,https://www.cakeresume.com/companies/andesadvisory/jobs/head-of-php-r-amp-d
PHP 資深工程師,顯赫資訊股份有限公司,中和區,1595832555,https://www.cakeresume.com/companies/gentrice-net/jobs/php-senior-engineer-347c2f
"PHP Developer, 後端工程師","樂駿有限公司 Happy Run Co., Ltd.",105台灣台北市松山區,1667355284,https://www.cakeresume.com/companies/twhappyrun/jobs/php-developer-backend-engineer
PHP軟體開發架構師,夠麻吉股份有限公司,台灣台北市大安區,1667543543,https://www.cakeresume.com/companies/gomaji-ed4698/jobs/php-software-development-architect
Full Stack Senior PHP Engineer (100% English),RentHop,台灣台北,1673597101,https://www.cakeresume.com/companies/renthop/jobs/full-stack-senior-php-engineer
PHP Full Stack,Valoso 布羅索,台北,1572840080,https://www.cakeresume.com/companies/valoso-eafb7b/jobs/php-full-stack-cto
PHP Developer,"Align group, 意聯國際",台北,1571382214,https://www.cakeresume.com/companies/align-group/jobs/php-developer-1f70e9
PHP 工程師 (Junior or Mid level),夏木樂 (百岳國際),台灣台北,1670060979,https://www.cakeresume.com/companies/megamount/jobs/junior-php-engineer
PHP 開發工程師 (台北或桃園),玩藝國際股份有限公司,,1670477491,https://www.cakeresume.com/companies/168money/jobs/php-developer-taipei-or-taoyuan
Backend Developer PHP工程師,盛勵科技股份有限公司,,1557720541,https://www.cakeresume.com/companies/sunnyco/jobs/backend-developer-php-engineer-63d59f
MySQL Sr. PHP Developer,龍格企管顧問股份有限公司,士林,1557991728,https://www.cakeresume.com/companies/longood-home4-php/jobs/mysql-sr-php-developer
"Back-end Engineer, PHP & NodeJS",英屬維京群島商金制有限公司台灣辦事處,台北市大安區,1557305236,https://www.cakeresume.com/companies/gramgold/jobs/back-end-engineer-php-nodejs
後端PHP開發工程師,贈物網共享平台股份有限公司,台北,1555299570,https://www.cakeresume.com/companies/give543-ba6c7b/jobs/backend-php-development-engineer
PHP 網頁工程師,樂倍達數位科技股份有限公司,台北,1600155613,https://www.cakeresume.com/companies/doubleservice-ee7d2d/jobs/php-web-engineer-099ae7
PHP網頁工程師,毅達創意實業有限公司,新北市三重區,1590548044,https://www.cakeresume.com/companies/ydcreative/jobs/php-web-engineer-033790
[鴻海科技集團 富盈數據] PHP Engineer,富盈數據股份有限公司,,1623920122,https://www.cakeresume.com/companies/breaktime/jobs/hon-hai-technology-group-fuying-data-php-engineer
Software Engineer/軟體工程師-PHP後端工程師,逸空間有限公司,,1630294290,https://www.cakeresume.com/companies/facebook-yispaces/jobs/5a72cb
PHP後端工程師,專聯科技股份有限公司,110台灣台北市信義區,1652946743,https://www.cakeresume.com/companies/foodomo-home/jobs/php-backend-engineer-9eecee
網頁工程師（PHP）,窩窩科技行銷股份有限公司,114台灣台北市內湖區,1648711878,https://www.cakeresume.com/companies/wwmt/jobs/web-engineer-php-0f35e4
 網站全端工程師(PHP),成御股份有限公司,,1656919290,https://www.cakeresume.com/companies/garage.sicar.com.tw/jobs/website-full-end-engineer-php
 PHP網站後端工程師,成御股份有限公司,,1656919337,https://www.cakeresume.com/companies/garage.sicar.com.tw/jobs/php-website-backend-engineer-91c6b1
php工程師,繆思模麗有限公司,台南市中西區,1589981885,https://www.cakeresume.com/companies/musemodel/jobs/php-engineer-04ac53
PHP工程師,龍騰文化事業股份有限公司,新北市五股區,1587023057,https://www.cakeresume.com/companies/lungteng/jobs/php-engineer-6d6a34
PHP資深工程師,艾肯娛樂股份有限公司,台北,1575531029,https://www.cakeresume.com/companies/icanentertainment/jobs/php-senior-engineer-4df77e
PHP資深/工程師,歐銀數位科技有限公司,內湖區,1574662071,https://www.cakeresume.com/companies/otg-o2ogt-admin-o2o_web-index_ch-html/jobs/php-software-engineer-bddb48
PHP 工程師,TimeLinker,台灣,1574408977,https://www.cakeresume.com/companies/timelinker/jobs/php-engineer-d3d5d9
PHP工程師,菲博網獵聘股份有限公司,"Makati City, Metro Manila, 菲律賓",1672392266,https://www.cakeresume.com/companies/phbowang/jobs/php-engineer-82c12c
PHP 程式設計師(PHP Back-End Developer),岱鐠科技,台北,1569319174,https://www.cakeresume.com/companies/dediprog/jobs/mis-14ed9e
PHP工程師,海音數位創意有限公司,台北,1569588127,https://www.cakeresume.com/companies/hiin/jobs/php-engineer-80f436
PHP全端工程師,富鴻網股份有限公司,,1569554118,https://www.cakeresume.com/companies/fhnet/jobs/php-full-end-engineer
PHP資深工程師,大麥網路股份有限公司,,1564042491,https://www.cakeresume.com/companies/damaiapp/jobs/php-senior-engineer-c5e073
PHP軟體工程師,童顏有機股份有限公司,台北,1563007969,https://www.cakeresume.com/companies/inna-organic/jobs/php-software-engineer-228f1d
資深後端 PHP 工程師 (WIN),品優科技有限公司,台北,1620958010,https://www.cakeresume.com/companies/12d66f/jobs/senior-backend-php-engineer-win
"後端⼯程師, API 串接, PHP",吉聯數位科技娛樂股份有限公司,台北市,1603259186,https://www.cakeresume.com/companies/gamemkt/jobs/php-laravel-backend-engineer-backend-engineer
PHP網管工程師,翔傲國際電訊有限公司,PHP,1546394235,https://www.cakeresume.com/companies/nimbus-71647b/jobs/php-31cceb
Software Engineer 軟體工程師 (目前使用PHP語言),"WritePath Pte.,Ltd 寫意達有限公司","Xinyi District, Taipei City, Taiwan 110",1629171109,https://www.cakeresume.com/companies/writepath-pte-ltd/jobs/software-engineer-php
PHP網頁工程師,開拓設計有限公司,"Da’an District, Taipei City, Taiwan",1658741904,https://www.cakeresume.com/companies/opendesign/jobs/php-engineer-eaa84a
PHP 中階軟體工程師,彼利數位資訊股份有限公司,台灣台北,1635909775,https://www.cakeresume.com/companies/bili/jobs/php-middle-software-engineer
PHP工程師,滙訊科技有限公司,,1629173013,https://www.cakeresume.com/companies/104-company-1a2x6bl5ke/jobs/php-engineer-b4e79d
資深PHP工程師,凱迅管理諮詢有限公司,,1665635509,https://www.cakeresume.com/companies/twincn-item-aspx-no-52395145/jobs/senior-php-engineer
[創新研發事業部] 資深 PHP Laravel 後端工程師,久大行銷股份有限公司,台中,1626681808,https://www.cakeresume.com/companies/gtmc/jobs/ab9a1e
PHP 網站後端工程師,邦迅科技有限公司,114台灣台北市內湖區,1651033158,https://www.cakeresume.com/companies/bouncin/jobs/php-website-backend-engineer
PHP後端工程師 Back-End Developer,普匯金融科技股份有限公司,,1655100103,https://www.cakeresume.com/companies/influxfin/jobs/php-back-end-developer-back-end-developer
Junior / Senior PHP Laravel Developer,樂神電子股份有限公司,新北產業園區,1590993883,https://www.cakeresume.com/companies/laxan/jobs/junior-senior-back-end-developer
PHP Developer,愛播資訊股份有限公司,大安區,1612675479,https://www.cakeresume.com/companies/facebook-iamstar-tv/jobs/php-developer-693f2f
【PHP 後端工程師】,亞東資訊科技有限公司,114台灣台北市內湖區,1665991268,https://www.cakeresume.com/companies/104-company-1a2x6blziy/jobs/php-backend-engineer-2cc7ce
PHP後端程式開發人員(三重),KD_科定企業股份有限公司,,1668507994,https://www.cakeresume.com/companies/kd_/jobs/php-backend-developer-triple
PHP工程師,數位左右有限公司,,1589876740,https://www.cakeresume.com/companies/2bite/jobs/php-fc0d1f
【WFH職缺】美商雲端電商 senior PHP engineer _ KTS (可在家工作) 0868,藝珂人事顧問股份有限公司,,1626423459,https://www.cakeresume.com/companies/adecco/jobs/26c711
PHP中高階工程師,立榛有限公司,114台灣台北市內湖區,1642553067,https://www.cakeresume.com/companies/lizhenhr-389b0f/jobs/senior-php-engineer-f93026
PHP Laravel 工程師,梅比斯數位行銷工作室,236台灣新北市土城區,1647411728,https://www.cakeresume.com/companies/mobiusdesign/jobs/php-laravel-engineer-9ecba4
PHP Developer（PHP工程師）,東聯互動股份有限公司,新北,1574153897,https://www.cakeresume.com/companies/eui-money/jobs/php-developer-php-engineer-d1eb88
[創新研發事業部] PHP工程師,久大行銷股份有限公司,台中,1626681853,https://www.cakeresume.com/companies/gtmc/jobs/innovative-r-amp-d-division-php-engineer
 Laravel PHP 助理工程師,盛勵科技股份有限公司,,1557720706,https://www.cakeresume.com/companies/sunnyco/jobs/laravel-php-assistant-engineer
【新創公司徵伙伴】PHP中高階工程師(有能力者，百萬年薪不是夢)【年前面試，年後報到】,"萌萌達有限公司 MOMODA company limited Co. Ltd.,",114台灣台北市內湖區,1654654641,https://www.cakeresume.com/companies/momoda-company-limited-co-ltd/jobs/d29012
智慧醫療平台PHP研發工程師,慧德科技股份有限公司,"Zhongshan District, Taipei City, Taiwan 10491",1663231819,https://www.cakeresume.com/companies/huede-76c7bf/jobs/smart-medical-platform-php-r-amp-d-engineer
Senior backend Engineer,創業家兄弟Kuobrothers Corp.(生活市集),115台灣台北市南港區,1678679629,https://www.cakeresume.com/companies/_kuobrothers/jobs/senior-frontend-engineer-9cbfab
 Web Backend Developer(技術部),PChome Online 網路家庭,台灣台北市大安區,1678326361,https://www.cakeresume.com/companies/pchome-online/jobs/web-backend-developer-9f294b
"Senior Backend Engineer-CodeIgniter, Laravel",TVBS聯利媒體股份有限公司,,1675317143,https://www.cakeresume.com/companies/tvbs/jobs/senior-backend-engineer-35624b
Backend Engineer 後端研發工程師,傑富資訊科技有限公司,台灣,1678169922,https://www.cakeresume.com/companies/jetfuel/jobs/php-08c3cc
Back-end Developer,豈止數位設計有限公司,"Taipei, Taiwan",1676003796,https://www.cakeresume.com/companies/kiitzu/jobs/back-end-developer-632ead
Senior Backend Engineer 資深後端工程師,艾普特媒體有限公司,,1665049963,https://www.cakeresume.com/companies/adbertech-4a8209/jobs/senior-backend-engineer-18096b
"資深後端軟體工程師 (Team Lead)/ Senior Software Engineer - Backend (年薪800,000起~)",資康軟體開發有限公司,台灣台北,1653273211,https://www.cakeresume.com/companies/zksoft/jobs/1aabe3
後端工程師,緯創娛樂有限公司,704台灣台南市北區,1649322875,https://www.cakeresume.com/companies/wistron-ent/jobs/backend-engineer-0b685f
後端工程師,新加坡商異域資訊有限公司台灣分公司,台北,1616072076,https://www.cakeresume.com/companies/travelskope/jobs/software-engineer-127c1f
